timestamp,price,market_cap,volume
2024-10-09 00:00:00,0.013143442237008474,0.012924194085861707,0.029546270189666518
2024-10-10 00:00:00,0.0076241141665691625,0.007172284415979502,0.03443987891918032
2024-10-11 00:00:00,0.0062412418762551325,0.005478274164432473,0.017469553496968757
2024-10-12 00:00:00,0.020478613782603405,0.020140758445785223,0.017077462023725704
2024-10-13 00:00:00,0.02289007626959083,0.02236742470616493,0.0
2024-10-14 00:00:00,0.016796549743503253,0.01628892176051,0.01272524835781301
2024-10-15 00:00:00,0.034459374448910285,0.03414854702516823,0.060249496189980725
2024-10-16 00:00:00,0.028397110198019104,0.028077477782713356,0.1057599229476004
2024-10-17 00:00:00,0.022123119670376723,0.021851953085217035,0.04731669513686651
2024-10-18 00:00:00,0.011466400381531738,0.011085039751823289,0.05386064703832638
2024-10-19 00:00:00,0.020039582160298386,0.019813823641894712,0.025917951576147125
2024-10-20 00:00:00,0.021034215355761388,0.020769895436705488,0.009947635656096701
2024-10-21 00:00:00,0.035818655931864174,0.035184390681790745,0.01946272870764483
2024-10-22 00:00:00,0.03178803479822795,0.031557208159132044,0.05970685929707835
2024-10-23 00:00:00,0.034939697374381296,0.034793917213405856,0.06239889005056595
2024-10-24 00:00:00,0.019240317618279712,0.018897682400675964,0.06170781282791862
2024-10-25 00:00:00,0.015204086620175583,0.01471482742242125,0.05868086714446159
2024-10-27 00:00:00,0.0,0.0,0.04287048227640934
2024-10-28 00:00:00,0.00735654532296498,0.007308664749600957,0.005200337772145028
2024-10-29 00:00:00,0.01214720485281684,0.012623498578746839,0.04999892575039604
2024-10-30 00:00:00,0.025836671896228236,0.025545121565719753,0.06979138248598221
2024-10-31 00:00:00,0.024820749706865153,0.024985742215383466,0.06283409346417071
2024-11-01 00:00:00,0.009684969165682844,0.009849924467796256,0.051216830108535685
2024-11-02 00:00:00,0.02720553667630471,0.026935045844710126,0.09390504644813463
2024-11-03 00:00:00,0.01651170278312597,0.016454235847222,0.03965273682619318
2024-11-04 00:00:00,0.0016504190209853387,0.001993607603863301,0.056871359366991864
2024-11-06 00:00:00,0.0002660089506887342,0.0006149116337330618,0.04348597898337285
2024-11-07 00:00:00,0.0339807406951011,0.03408430942244711,0.18655517668411808
2024-11-08 00:00:00,0.08022920221682733,0.07873593186436967,0.20800900758868096
2024-11-09 00:00:00,0.12574570827893405,0.12586999609757044,0.5741223343691793
2024-11-10 00:00:00,0.17504013171281163,0.17416641427242718,0.2360356520507832
2024-11-13 00:00:00,0.275756634224699,0.2756998841417896,0.9984806137208515
2024-11-14 00:00:00,0.27898596547038135,0.27872351959902397,0.8193518220893097
2024-11-15 00:00:00,0.28043156377616574,0.2759942822058482,0.5139101803813373
2024-11-18 00:00:00,0.41875987327808584,0.41887436849430393,0.7715395463106529
2024-11-19 00:00:00,0.4575631081643976,0.457178847851183,0.7872195472488013
2024-11-20 00:00:00,0.46045704810953936,0.45998846225289536,0.48231041754794374
2024-11-22 00:00:00,0.5503884804715762,0.5496519394654055,0.8682516828204221
2024-11-27 00:00:00,0.7098733124955683,0.7098756815613706,0.8795837483957574
2024-11-28 00:00:00,0.7717995142075695,0.7709779232964934,0.9258542957324938
2024-11-29 00:00:00,0.7934587736734493,0.7928417131200954,0.5200862759464153
2024-11-30 00:00:00,0.8469860274476604,0.8465411046063099,0.7864243137730227
2024-12-01 00:00:00,0.8468269281402871,0.8472842340713508,0.6826926130649105
2024-12-02 00:00:00,0.9244917910694279,0.9214601682141575,0.8101103677789303
2024-12-05 00:00:00,0.9657372104799888,0.9640393719535684,1.0
2024-12-08 00:00:00,1.0,0.9999999999999999,0.46282567639952826
2024-12-09 00:00:00,0.9813020443553429,0.9809951256472903,0.553177897451054
2024-12-12 00:00:00,0.8564618631651137,0.8568421184396634,0.7647042888075388
2024-12-13 00:00:00,0.8963984870980546,0.8961545598500057,0.7656163435957153
2024-12-14 00:00:00,0.8891352099703753,0.889346855918092,0.43065906324097586
2024-12-15 00:00:00,0.8248876917310255,0.8251454319672215,0.340560669148267
2024-12-16 00:00:00,0.8768906140477726,0.8798647672895631,0.29974859632015644
2024-12-17 00:00:00,0.8480319538832108,0.8498927619730222,0.5125192475302491
2024-12-18 00:00:00,0.8128026273158788,0.8137110036047336,0.46326535923215156
2024-12-19 00:00:00,0.7215134497662294,0.7229956464086477,0.6430751482442238
2024-12-20 00:00:00,0.6269316051646503,0.6294291475815993,0.7657843987365656
2024-12-21 00:00:00,0.7006635219209199,0.6999375869688081,0.9269554284952117
2024-12-22 00:00:00,0.6485233864865836,0.6473087339957843,0.4770527331218016
2024-12-23 00:00:00,0.6237164233481249,0.6249810383863631,0.35417616389079637
2024-12-24 00:00:00,0.6691902968613472,0.669627888579314,0.3949641399850786
2024-12-25 00:00:00,0.6850531040836638,0.68497923608341,0.28683452852872415
2024-12-26 00:00:00,0.6622423999041469,0.6636594758853503,0.16843974065515235
2024-12-27 00:00:00,0.597106172305059,0.5986790499440633,0.22362093096969887
2024-12-28 00:00:00,0.6139298169202672,0.6150206967103717,0.2535244784240425
2024-12-29 00:00:00,0.6291505264254427,0.6307383896151558,0.13298039824367922
2024-12-30 00:00:00,0.5968808572490722,0.5975646612164562,0.17195846548372973
2024-12-31 00:00:00,0.5968663814234941,0.5968561579873827,0.27923621131602805
2025-01-01 00:00:00,0.5799955510888684,0.5814234826955281,0.18987494961733092
2025-01-02 00:00:00,0.6599809293797982,0.659887429122236,0.2688191527978339
2025-01-03 00:00:00,0.7134083936787332,0.7148652479969299,0.3620238451961116
